plik,kategoria,dissimilarity_d1_a0,dissimilarity_d1_a45,dissimilarity_d1_a90,dissimilarity_d1_a135,dissimilarity_d3_a0,dissimilarity_d3_a45,dissimilarity_d3_a90,dissimilarity_d3_a135,dissimilarity_d5_a0,dissimilarity_d5_a45,dissimilarity_d5_a90,dissimilarity_d5_a135,correlation_d1_a0,correlation_d1_a45,correlation_d1_a90,correlation_d1_a135,correlation_d3_a0,correlation_d3_a45,correlation_d3_a90,correlation_d3_a135,correlation_d5_a0,correlation_d5_a45,correlation_d5_a90,correlation_d5_a135,contrast_d1_a0,contrast_d1_a45,contrast_d1_a90,contrast_d1_a135,contrast_d3_a0,contrast_d3_a45,contrast_d3_a90,contrast_d3_a135,contrast_d5_a0,contrast_d5_a45,contrast_d5_a90,contrast_d5_a135,energy_d1_a0,energy_d1_a45,energy_d1_a90,energy_d1_a135,energy_d3_a0,energy_d3_a45,energy_d3_a90,energy_d3_a135,energy_d5_a0,energy_d5_a45,energy_d5_a90,energy_d5_a135,homogeneity_d1_a0,homogeneity_d1_a45,homogeneity_d1_a90,homogeneity_d1_a135,homogeneity_d3_a0,homogeneity_d3_a45,homogeneity_d3_a90,homogeneity_d3_a135,homogeneity_d5_a0,homogeneity_d5_a45,homogeneity_d5_a90,homogeneity_d5_a135
Gres_0.jpg,Gres,3.2323449803149567,3.8584537169074413,3.33569143700787,3.868745737491482,4.1830624999999975,4.212333081380693,4.210124999999997,4.2081758629377495,4.225292174796744,4.258194588969824,4.264672256097555,4.228472944849112,0.4454123297936328,0.21456729795868945,0.4084595526307187,0.2123276971386308,0.07637510332631868,0.06858762271762167,0.06694815331177424,0.07266754241342371,0.057144938409023495,0.043076433719698895,0.042052370041537064,0.05864447525859253,16.605745570866137,23.517329034658086,17.70072588582677,23.582181164362375,27.69031249999999,27.900163769211286,27.92262499999995,27.769652305366503,28.323361280487756,28.700442247658668,28.646023882113777,28.223790322580694,0.07655537835351836,0.07312054484503612,0.07582592650597762,0.0730797647135422,0.07243187801738253,0.07225771342116151,0.07242163059559614,0.07219058497557111,0.07231948942154047,0.07237080917477999,0.0722750991320107,0.07232761979842245,0.2560143628163709,0.2224179193416635,0.25068677776113485,0.22048608605237419,0.2075739720952741,0.20702177189730264,0.20554658657795236,0.20511054715631197,0.20636097923286265,0.2032709268526535,0.202375066186395,0.2051309218441904
Gres_1.jpg,Gres,3.472440944881896,3.998077996155997,3.0707431102362204,3.9964039928079904,4.67525,4.543083900226735,3.832874999999993,4.56475182665657,4.6982977642276325,4.713384495317372,3.8588668699186908,4.672541623309049,0.5020618929143439,0.38506289637197905,0.6750588592105787,0.38361572775741126,0.007050947292667331,0.07581545694975031,0.4961777824080952,0.07166229153252596,0.0008790671501472482,-0.00795332107300037,0.48644245544260123,-0.0018307300061652175,23.18799212598428,28.639531279062606,15.075418307086641,28.705437410874865,46.563625000000016,43.18531116150149,23.35987499999997,43.374401612496655,47.16946138211374,47.36140738813741,23.787220528455236,47.069263787721084,0.07963755895979355,0.07670771001840421,0.0802630243764841,0.07663143845371792,0.07478482152983976,0.07535188623968403,0.07674137268286244,0.07510810307622504,0.07468115895120297,0.07466164065794803,0.07691049371786245,0.07483801680845419,0.26230798361654695,0.2282270881109741,0.26982235616869976,0.22737954475516747,0.20984381294084786,0.20921643123315592,0.22504768158030847,0.20955654655632006,0.2087705049842592,0.20702390582099853,0.2256725856001387,0.21201162178855484
Gres_2.jpg,Gres,3.0597933070866152,3.566433132866272,3.046321358267719,3.5850331700663403,3.847249999999997,3.8623078861173994,3.866687499999999,3.8541824137062153,3.8494029471544646,3.8764958376690917,3.8669334349593507,3.9045915712799077,0.39169715826285967,0.18280107519212418,0.3983053563241968,0.17190240330269488,0.04310921314799152,0.039026478294708254,0.04033035706506892,0.043223404782075196,0.0340687323008477,0.030966785711101126,0.03773778750192639,0.012713497110568526,14.937500000000009,20.056234112468243,14.790907972440962,20.323702647405295,23.46062499999999,23.553665910808714,23.57131249999999,23.44501133786841,23.631669207317046,23.635340790842875,23.572217987804898,24.078629032258032,0.0835649380188849,0.08075124029403608,0.08366220888202426,0.08065695476616629,0.08022850666222067,0.08014066815273,0.0801219651336323,0.08013228868865539,0.08059197290630729,0.08057774961456207,0.08015329250700892,0.08037124154592298,0.2709886828790719,0.23465776436761634,0.2699956081498142,0.23585136157150036,0.22399585265380823,0.22145329513078965,0.2191021418386146,0.22171081655588976,0.2240852562182331,0.21863838048661344,0.2192812527097075,0.22177782296081286
Gres_3.jpg,Gres,3.310100885826768,4.354950709901433,3.8284325787401614,4.38099076198154,4.198562499999996,4.9497354497354085,5.097437500000002,4.943814562862156,4.231580284552847,5.095083246618108,5.045731707317062,5.090010405827266,0.6571773471060848,0.3366250184173464,0.45281134883945956,0.3319129843637518,0.4483151757015612,0.0202149617374358,-0.019129175123861048,0.023367033371650924,0.4446683277877843,-0.007284214334768549,0.010899473830892143,-0.009474847908032243,17.65741879921262,34.256990513981144,28.22668553149612,34.502015004030035,28.403812499999972,50.73318216175322,52.90993749999985,50.57168052406118,28.585111788617894,52.45096253902198,51.56720020325199,52.55593132154005,0.07413082829793775,0.0706556769897425,0.07321526699097698,0.07066659793036809,0.07097511392646702,0.06949388183541973,0.06913349009796178,0.06940813463354949,0.07084264373132368,0.0689795173403433,0.06907891913831926,0.06916102722909345,0.25778065461464844,0.21187326388954367,0.24287317468136987,0.20959370886207898,0.21414655512047745,0.19625279051138075,0.1881828750820598,0.19690404906314365,0.20672421220566567,0.19236672595876111,0.19120874036508112,0.19233401297003094
Gres_4.jpg,Gres,3.614542322834639,4.548391096782196,3.6727362204724368,4.533573067146144,4.7458124999999844,5.506172839506146,4.947999999999991,5.46674225245652,4.799415650406495,5.723335067637868,4.961255081300816,5.70427939646202,0.6513674557207315,0.4492100186207411,0.6420356946145921,0.453205897337876,0.34457195676043506,0.08129042910234494,0.2566094530246552,0.08814314580574968,0.3337888627725547,-0.021421075321378862,0.27760980855069384,-0.018042254241771537,24.999630905511815,39.59718519437039,25.669168307086586,39.3093186186373,47.16293749999986,66.30272108843512,53.57199999999987,65.80650037792853,48.187881097560904,74.37695109261195,52.29052337398369,74.13417013527578,0.07428750591334765,0.0712279972601371,0.07395103822597497,0.07143623776854355,0.07093759636557322,0.06991316703808959,0.07054476914077318,0.06995903362580047,0.07062251263586997,0.06909939858100088,0.07026305238871577,0.06912606671264258,0.2524951587114521,0.2091976087023449,0.2449608528151305,0.2097348896661383,0.2118229320482052,0.19072268007328613,0.20459247220660495,0.19433666928335874,0.20918798312521444,0.18976661865197472,0.19983920965340712,0.18930627316005424
Gres_5.jpg,Gres,3.362758366141732,4.366110732221478,3.8032726377952724,4.357554715109437,4.197187499999996,4.963214915595844,5.080624999999992,4.953451751070767,4.213795731707313,5.116024973985419,5.080348069105689,5.125325182101976,0.6470539667829737,0.3403470198210023,0.4663159683459492,0.34265661513607176,0.453676928040567,0.030052528387412177,-0.0043605129917052236,0.03926852591520173,0.44789929980679655,0.004601013254917817,0.020244027952192826,0.004263610546718983,18.140071358267747,34.00452600905212,27.523499015748072,33.888089776179676,28.105062499999956,50.17208364827375,52.12162499999996,49.7007432602668,28.371570121951212,51.81191467221644,51.12989075203254,51.83851456815821,0.07410093400802518,0.07119909166009322,0.07360402310295537,0.07124115068684629,0.07128877782477393,0.07010767350646104,0.06973661385886178,0.07004750492395463,0.07138690785372641,0.06968410413423622,0.06961154645395728,0.06965980523473211,0.25344475590809046,0.2080885954477855,0.23823024171218363,0.20753027269510843,0.20967989910542897,0.19610875387466342,0.1914736025823681,0.19249598000171886,0.21020098535837467,0.19007528595422984,0.19042731929985354,0.18944268063467948
Gres_6.jpg,Gres,3.555979330708665,4.192262384524775,3.6053764763779523,4.173414346828689,4.512312499999994,4.442806752330562,4.458749999999996,4.475056689342393,4.494601117886175,4.465140478668051,4.440421747967472,4.445499479708638,0.3931147472526998,0.1664612275101607,0.38186306573115764,0.17091643867758682,0.03178534777982688,0.06331535882202104,0.044916954056710506,0.04827054373672555,0.04028218146042913,0.04745767651679544,0.05990978027836071,0.04993872607987828,20.037155511811047,27.523281046562126,20.447157972440973,27.3755967511935,31.89031249999992,30.871000251952523,31.51162499999993,31.366465104560206,31.574758638211367,31.264438085327797,31.021722560975537,31.179760665972957,0.07198142968562138,0.06939611590906483,0.07156952145724721,0.06954073318304131,0.06898713365095681,0.06909417677914652,0.06930248180530751,0.06917073497033754,0.06910278664482583,0.06926172667713676,0.06917743069663883,0.06945659813821035,0.2388988677472093,0.2055809466952186,0.23408685533942122,0.20776930840273813,0.19257724010231783,0.19331067706236654,0.19762937674091793,0.1917561389789323,0.19064766153309268,0.1941296131011468,0.1969187844652227,0.19659983961507202
Gres_7.jpg,Gres,3.973240649606297,4.500589001178011,3.5679133858267655,4.534813069626152,5.141687499999983,5.07797933988407,4.453499999999993,5.026895943562579,5.167682926829263,5.192117585848072,4.476689532520318,5.1755332986472435,0.44579442648159273,0.31549047142167164,0.5915261985272426,0.30389832981507126,0.004326852661732501,0.03985249000928957,0.3630917287137152,0.05200285919422503,-0.0014755740495837207,0.0005724383442827843,0.35669666912096737,0.001679712393871138,27.33335383858271,33.771839543679164,20.10223917322833,34.33914067828147,49.36943749999979,47.47518266565858,31.30612499999993,46.86753590324983,49.95083841463408,49.66155046826233,31.673335873983714,49.61504942767958,0.06926457428177807,0.06740484279065698,0.06995607812276937,0.0672899173852506,0.06588937817471023,0.06619052996931224,0.06740932856901176,0.06610948545436601,0.06578222710276023,0.0657406429399935,0.06739150033491813,0.06578701553835523,0.22497469941055478,0.19767226457003062,0.23701249326748722,0.20208519318319793,0.18450477141686078,0.18490899707809408,0.1959293209246518,0.1869454411038845,0.18370270286035292,0.18151563339878873,0.19662610311429263,0.18392126495739575
Gres_8.jpg,Gres,3.6192790354330753,4.206212412424826,3.6271530511811045,4.2520305040610165,4.520999999999994,4.5358402620307245,4.537499999999993,4.55517762660619,4.537157012195119,4.5167793964620175,4.600355691056901,4.539737252861599,0.3756430161139528,0.16273957735089167,0.37289262632459297,0.14327845084751453,0.02917356346137899,0.03409929077767296,0.024867050917396077,0.022943743932413947,0.020640495241880146,0.03535055796489162,0.007020645486158884,0.022647689256447393,20.64560777559059,27.752619505239043,20.838275098425218,28.39872279744565,32.10087499999992,32.056626354245296,32.39687499999997,32.43109095490037,32.340383638211335,31.973985431841804,33.091844512195124,32.40120967741938,0.07162525568919126,0.06929618536273136,0.0714697574606034,0.06928803046201758,0.06909526937497225,0.0688101449010274,0.06895054556981392,0.06875680428228509,0.0692080264976607,0.0689229889739231,0.06872601702029449,0.06902423485485651,0.23186211652130043,0.20479167346156912,0.23374572575894062,0.20498757725101652,0.19343282960273686,0.1902962664194403,0.19135682224813255,0.1914417489280594,0.19177595462221017,0.1918978781144202,0.18934993511330292,0.1896006056078193
Laminat_0.jpg,Laminat,2.6499753937007875,3.2942525885051834,2.739234744094488,3.1564263128526333,3.8123749999999985,3.780675233056179,3.7757499999999995,3.76077097505668,3.7992886178861824,3.863423517169618,3.8852896341463397,3.8059313215400596,0.7104453327260487,0.5585597189621616,0.6878781298942479,0.594442108653997,0.42679373968199796,0.4295273319445822,0.42675558632242233,0.43463541578800313,0.4269023946231977,0.39952047631058063,0.39543489339018195,0.41520615780833203,11.93663877952759,18.027838055676135,12.78930856299215,16.558001116002256,23.544999999999973,23.069286974048783,23.219249999999988,22.826656588561313,23.498094512195113,24.04929760665976,24.16501524390252,23.353537981269483,0.07742502888072027,0.07099401349817931,0.07676440735601597,0.07209784062212764,0.0670814133395011,0.0675318983723074,0.0675731663643194,0.0677749948246242,0.06725650682115754,0.06731593114321514,0.06714150912699829,0.06764300488847988,0.31305083095145125,0.2615565657491348,0.30630382809254986,0.2692142248894208,0.2285921329068911,0.22896257933037464,0.23165583773658696,0.23045096051985434,0.22938799372782506,0.22332217525675782,0.22089353558175454,0.22784185348442285
